0 1.330804
1 1.220103
2 1.250816
3 1.185711
4 1.198118
5 1.260149
6 1.254180
7 1.240366
8 1.244119
9 1.202762
10 1.212282
11 1.234716
12 1.271144
13 1.254616
14 1.253216
15 1.253417

